sa2_main11,sa2_name11,year,Average Super,Average Investment Income,Average other income,Total income earners,Total income,Average total income,Average Wage and salary income
702011054,Yuendumu - Anmatjere,2011,0,2012,773,457,16,34161,33149
702021055,Barkly,2011,14967,2266,1319,804,34,41758,43538
702021056,Tennant Creek,2011,32050,1621,1829,892,45,50360,52179
702031057,Alligator,2011,24451,50,720,1467,78,52951,55800
702031058,Daly,2011,14469,4696,385,159,8,50044,50572
702031059,Thamarrurr,2011,0,0,0,0,0,0,0
702031060,Tiwi Islands,2011,0,0,0,0,0,0,0
702031061,West Arnhem,2011,0,0,0,0,0,0,0
702041062,Anindilyakwa,2011,9723,-2736,739,623,47,75484,78459
702041063,East Arnhem,2011,9220,4536,1273,332,22,64698,63646
702041064,Nhulunbuy,2011,10374,4540,1271,671,44,64839,63651
702051065,Elsey,2011,13646,3259,1466,444,14,31731,31472
702051066,Gulf,2011,33105,3484,1071,925,32,34816,33920
702051067,Katherine,2011,28357,3317,1553,3604,188,52205,51448
702051068,Victoria River,2011,16596,3272,1478,540,17,31730,31430
801011001,Aranda,2011,36018,4872,1626,1623,96,59064,60112
801011002,Belconnen,2011,34596,3708,1454,2832,159,56104,55776
801011003,Bruce,2011,34520,3707,1452,4078,229,56102,55764
801011004,Charnwood,2011,31771,2149,1601,1915,105,54567,55585
801011005,Cook,2011,36009,4870,1630,1900,112,59035,60078
801011006,Dunlop,2011,31836,2150,1598,4435,242,54577,55579
801011007,Evatt,2011,34558,3708,1451,3456,194,56097,55770
801011008,Florey,2011,31846,2157,1600,3147,172,54577,55595
801011009,Flynn (ACT),2011,31777,2149,1598,2218,121,54573,55572
801011010,Fraser,2011,31927,2150,1597,1325,72,54554,55566
801011011,Giralang,2011,34576,3706,1450,2108,118,56092,55779
801011012,Gooromon,2011,0,0,0,0,0,0,0
801011013,Hawker,2011,36041,4870,1626,1883,111,59055,60088
801011014,Higgins,2011,31860,2149,1598,1929,105,54576,55591
801011015,Holt,2011,31787,2149,1598,3003,164,54570,55583
801011016,Kaleen,2011,34578,3707,1452,4668,262,56107,55776
801011017,Latham,2011,31822,2149,1600,2248,123,54572,55588
801011018,Lawson,2011,0,0,0,0,0,0,0
801011019,Macgregor (ACT),2011,31830,2150,1598,3435,188,54576,55578
801011020,Macquarie,2011,35997,4873,1626,1671,99,59032,60099
801011021,McKellar,2011,34549,3708,1452,1784,100,56102,55768
801011022,Melba,2011,31796,2149,1601,1997,109,54559,55574
801011023,Page,2011,36079,4872,1628,1885,111,59053,60110
801011024,Scullin,2011,36008,4871,1629,1839,109,59060,60081
801011025,Spence,2011,31794,2149,1598,1595,87,54584,55566
801011026,Weetangera,2011,36023,4871,1628,1708,101,59043,60101
801021027,ACT - South West,2011,33089,5800,1801,307,18,59039,58568
801021028,Molonglo,2011,0,4119,786,19,1,56764,56608
801021029,Namadgi,2011,0,6219,856,20,1,55760,54853
801031030,ACT - East,2011,28097,16932,3040,638,37,58099,52389
801031031,Hume,2011,29656,6086,1779,188,11,56711,55719
801031032,Kowen,2011,9498,5893,0,21,1,58071,56650
801031033,Majura,2011,25681,20991,3598,179,10,57942,50537
801041034,Amaroo,2011,29109,893,1376,3346,212,63423,65633
801041035,Bonner,2011,28799,894,1374,899,57,63388,65623
801041036,Casey,2011,28000,481,1462,768,42,54421,56359
801041037,Crace,2011,27688,2169,423,647,40,61087,62653
801041038,Forde,2011,29274,894,1373,1394,88,63424,65601
801041039,Franklin,2011,31086,2766,1382,2490,150,60219,60671
801041040,Gungahlin,2011,27730,481,1468,2891,157,54407,56405
801041041,Gungahlin - East,2011,0,927,0,20,1,53659,55983
801041042,Gungahlin - West,2011,0,0,0,0,0,0,0
801041043,Hall,2011,29154,18928,1937,194,13,66649,62932
801041044,Harrison,2011,29006,893,1378,2668,169,63406,65632
801041045,Mitchell,2011,0,1937,0,8,1,59686,63114
801041046,Ngunnawal,2011,31094,2765,1383,5876,354,60209,60683
801041047,Nicholls,2011,31038,2765,1382,4549,274,60209,60677
801041048,Palmerston,2011,31049,2765,1382,3717,224,60204,60673
801051049,Acton,2011,40323,6936,2602,1006,59,58103,55564
801051050,Ainslie,2011,34061,4961,1592,3259,201,61775,62292
801051051,Braddon,2011,39535,7649,2315,2734,177,64599,60421
801051052,Campbell,2011,39517,7759,2324,2964,191,64522,60339
801051053,Civic,2011,40375,6934,2604,1447,84,58115,55562
801051054,Dickson,2011,33998,4949,1588,1368,85,61763,62289
801051055,Downer,2011,34034,4949,1588,2272,140,61749,62298
801051056,Hackett,2011,34018,4949,1591,1861,115,61751,62286
801051057,Lyneham,2011,34004,4950,1589,2868,177,61755,62281
801051058,O'Connor (ACT),2011,33976,4950,1589,3357,207,61752,62299
801051059,Reid,2011,39681,7658,2316,948,61,64614,60468
801051060,Turner,2011,39577,7647,2317,2157,139,64598,60432
801051061,Watson,2011,34054,4948,1588,3274,202,61761,62296
801061062,Deakin,2011,42487,17070,2234,2279,198,86718,77134
801061063,Forrest,2011,41244,23660,2972,1038,98,94057,75268
801061064,Griffith (ACT),2011,41060,23661,2976,2753,259,94064,75317
801061065,Kingston - Barton,2011,38899,9017,1908,3281,260,79101,77130
801061066,Lake Burley Griffin,2011,0,0,0,0,0,0,0
801061067,Narrabundah,2011,36117,5437,1728,4401,334,75884,77130
801061068,Parkes (ACT),2011,0,0,0,0,0,0,0
801061069,Red Hill (ACT),2011,41119,23653,2972,2296,216,94070,75325
801061070,Yarralumla,2011,42457,17076,2235,2392,207,86721,77120
801071071,Banks,2011,29824,421,1428,3113,179,57503,58985
801071072,Bonython,2011,31718,1543,1769,2418,136,56382,56782
801071073,Calwell,2011,31694,1543,1765,3674,207,56386,56781
801071074,Chisholm,2011,31635,1543,1766,3296,186,56389,56776
801071075,Conder,2011,29804,421,1426,3269,188,57498,58983
801071076,Fadden,2011,33780,3519,1727,2132,131,61322,61343
801071077,Gilmore,2011,31738,1543,1762,1789,101,56400,56774
801071078,Gordon (ACT),2011,29834,421,1427,4779,275,57500,58983
801071079,Gowrie (ACT),2011,33744,3520,1731,2122,130,61331,61340
801071080,Greenway,2011,35845,1660,1387,1021,60,58696,60801
801071081,Isabella Plains,2011,31710,1543,1768,2718,153,56377,56785
801071082,Kambah,2011,35643,2772,1926,9949,583,58550,59145
801071083,Macarthur,2011,33678,3519,1730,1007,62,61337,61331
801071084,Monash,2011,33752,3520,1729,3748,230,61327,61333
801071085,Mount Taylor,2011,0,0,0,0,0,0,17823
801071086,Oxley (ACT),2011,34968,3033,1649,1163,67,57174,57653
801071087,Richardson,2011,31712,1543,1766,1974,111,56384,56795
801071088,Theodore,2011,31704,1543,1764,2531,143,56390,56776
801071089,Tuggeranong,2011,0,1658,735,22,1,60025,60319
801071090,Wanniassa,2011,34954,3034,1650,5070,290,57175,57655
801081091,Chapman,2011,34837,5310,1747,1775,109,61491,62568
801081092,Duffy,2011,34845,5308,1748,2116,130,61477,62551
801081093,Fisher,2011,34775,5309,1751,1968,121,61473,62548
801081094,Holder,2011,34847,5309,1748,1770,109,61483,62565
801081095,Rivett,2011,34842,5309,1751,2035,125,61480,62556
801081096,Stirling,2011,34821,5307,1752,1360,84,61466,62578
801081097,Waramanga,2011,34846,5309,1752,1695,104,61482,62552
801081098,Weston,2011,34774,5310,1748,2123,131,61483,62536
801091099,Chifley,2011,34405,7557,2127,1694,106,62519,60792
801091100,Curtin,2011,36283,9779,2402,3409,248,72845,71350
801091101,Farrer,2011,36050,7983,2338,2293,149,64898,64503
801091102,Garran,2011,36256,9782,2402,2108,154,72872,71351
801091103,Hughes,2011,36351,9779,2403,1946,142,72846,71361
801091104,Isaacs,2011,36124,7980,2333,1606,104,64879,64472
801091105,Lyons (ACT),2011,34490,7557,2130,1863,116,62494,60799
801091106,Mawson,2011,36101,7982,2336,1994,129,64879,64519
801091107,O'Malley,2011,34300,7579,2137,593,37,62558,60905
801091108,Pearce,2011,36133,7983,2339,1736,113,64903,64511
801091109,Phillip,2011,34443,7556,2132,1418,89,62488,60796
801091110,Torrens,2011,36108,7983,2338,1559,101,64885,64520
901011001,Christmas Island,2011,32848,6848,2059,923,63,67965,62066
901021002,Cocos (Keeling) Islands,2011,3469,1016,6076,249,12,46494,46536
901031003,Jervis Bay,2011,22569,5674,2165,176,7,40344,43305
101041018,Batemans Bay - South,2012,0,0,0,0,0,0,0
101041019,Bega - Tathra,2012,0,0,0,0,0,0,0
101041020,Bega-Eden Hinterland,2012,0,0,0,0,0,0,0
101041021,Broulee - Tomakin,2012,0,0,0,0,0,0,0
101041022,Deua - Wadbilliga,2012,0,0,0,0,0,0,0
101041023,Eden,2012,0,0,0,0,0,0,0
101041024,Eurobodalla Hinterland,2012,0,0,0,0,0,0,0
101041025,Merimbula - Tura Beach,2012,0,0,0,0,0,0,0
101041026,Moruya - Tuross Head,2012,0,0,0,0,0,0,0
101041027,Narooma - Bermagui,2012,0,0,0,0,0,0,0
102011028,Avoca Beach - Copacabana,2012,0,0,0,0,0,0,0
102011029,Box Head - MacMasters Beach,2012,0,0,0,0,0,0,0
102011030,Calga - Kulnura,2012,0,0,0,0,0,0,0
102011031,Erina - Green Point,2012,0,0,0,0,0,0,0
102011032,Gosford - Springfield,2012,0,0,0,0,0,0,0
102011037,Point Clare - Koolewong,2012,0,0,0,0,0,0,0
102011038,Saratoga - Davistown,2012,0,0,0,0,0,0,0
102011039,Terrigal - North Avoca,2012,0,0,0,0,0,0,0
102011040,Umina - Booker Bay - Patonga,2012,0,0,0,0,0,0,0
102011041,Wamberal - Forresters Beach,2012,0,0,0,0,0,0,0
102011042,Woy Woy - Blackwall,2012,0,0,0,0,0,0,0
102021049,Jilliby - Yarramalong,2012,0,0,0,0,0,0,0
102021050,Lake Munmorah - Mannering Park,2012,0,0,0,0,0,0,0
102021051,Ourimbah - Fountaindale,2012,0,0,0,0,0,0,0
102021052,Summerland Point - Gwandalan,2012,0,0,0,0,0,0,0
102021053,The Entrance,2012,0,0,0,0,0,0,0
102021054,Toukley - Norah Head,2012,0,0,0,0,0,0,0
102021055,Tuggerah - Kangy Angy,2012,0,0,0,0,0,0,0
102021056,Warnervale - Wadalba,2012,0,0,0,0,0,0,0
102021057,Wyong,2012,0,0,0,0,0,0,0
103011058,Bathurst,2012,0,0,0,0,0,0,0
103011059,Bathurst - East,2012,0,0,0,0,0,0,0
103011060,Bathurst Region,2012,0,0,0,0,0,0,0
103011061,Oberon,2012,0,0,0,0,0,0,0
103021062,Condobolin,2012,0,0,0,0,0,0,0
103021063,Cowra,2012,0,0,0,0,0,0,0
103021064,Cowra Region,2012,0,0,0,0,0,0,0
103021065,Forbes,2012,0,0,0,0,0,0,0
103021066,Grenfell,2012,0,0,0,0,0,0,0
103031070,Lithgow,2012,0,0,0,0,0,0,0
103031071,Lithgow Region,2012,0,0,0,0,0,0,0
103031072,Mudgee,2012,0,0,0,0,0,0,0
103031073,Mudgee Region - East,2012,0,0,0,0,0,0,0
103031074,Mudgee Region - West,2012,0,0,0,0,0,0,0
103031075,Wollangambe - Wollemi,2012,0,0,0,0,0,0,0
103041076,Blayney,2012,0,0,0,0,0,0,0
103041077,Orange,2012,0,0,0,0,0,0,0
103041078,Orange - North,2012,0,0,0,0,0,0,0
103041079,Orange Region,2012,0,0,0,0,0,0,0
104011080,Grafton,2012,0,0,0,0,0,0,0
104011081,Grafton Region,2012,0,0,0,0,0,0,0
104011082,Maclean - Yamba - Iluka,2012,0,0,0,0,0,0,0
104021083,Bellingen,2012,0,0,0,0,0,0,0
104021084,Coffs Harbour - North,2012,0,0,0,0,0,0,0
104021085,Coffs Harbour - South,2012,0,0,0,0,0,0,0
104021086,Coramba - Nana Glen - Bucca,2012,0,0,0,0,0,0,0
104021087,Dorrigo,2012,0,0,0,0,0,0,0
104021088,Korora - Emerald Beach,2012,0,0,0,0,0,0,0
104021089,Sawtell - Boambee,2012,0,0,0,0,0,0,0
104021090,Urunga,2012,0,0,0,0,0,0,0
104021091,Woolgoolga - Arrawarra,2012,0,0,0,0,0,0,0
105011092,Bourke - Brewarrina,2012,0,0,0,0,0,0,0
105011093,Cobar,2012,0,0,0,0,0,0,0
105011094,Coonamble,2012,0,0,0,0,0,0,0
105011095,Nyngan - Warren,2012,0,0,0,0,0,0,0
105011096,Walgett - Lightning Ridge,2012,0,0,0,0,0,0,0
105031102,Dubbo - West,2012,0,0,0,0,0,0,0
105031103,Dubbo Region,2012,0,0,0,0,0,0,0
105031104,Gilgandra,2012,0,0,0,0,0,0,0
105031105,Narromine,2012,0,0,0,0,0,0,0
105031106,Wellington,2012,0,0,0,0,0,0,0
106011107,Branxton - Greta - Pokolbin,2012,0,0,0,0,0,0,0
106011108,Cessnock,2012,0,0,0,0,0,0,0
106011109,Cessnock Region,2012,0,0,0,0,0,0,0
106011110,Dungog,2012,0,0,0,0,0,0,0
106011111,Kurri Kurri - Abermain,2012,0,0,0,0,0,0,0
106011112,Singleton,2012,0,0,0,0,0,0,0
106011113,Singleton Region,2012,0,0,0,0,0,0,0
106021114,Maitland,2012,0,0,0,0,0,0,0
106021115,Maitland - East,2012,0,0,0,0,0,0,0
106021116,Maitland - North,2012,0,0,0,0,0,0,0
106021117,Maitland - West,2012,0,0,0,0,0,0,0
106021118,Thornton - Millers Forest,2012,0,0,0,0,0,0,0
106031119,Anna Bay,2012,0,0,0,0,0,0,0
106031120,Lemon Tree Passage - Tanilba Bay,2012,0,0,0,0,0,0,0
106031121,Nelson Bay Peninsula,2012,0,0,0,0,0,0,0
106031122,Raymond Terrace,2012,0,0,0,0,0,0,0
106031123,Seaham - Woodville,2012,0,0,0,0,0,0,0
106031124,Tea Gardens - Hawks Nest,2012,0,0,0,0,0,0,0
106031125,Williamtown - Medowie - Karuah,2012,0,0,0,0,0,0,0
106041126,Muswellbrook,2012,0,0,0,0,0,0,0
106041127,Muswellbrook Region,2012,0,0,0,0,0,0,0
106041128,Scone,2012,0,0,0,0,0,0,0
106041129,Scone Region,2012,0,0,0,0,0,0,0
107011130,Berkeley - Warrawong - Windang,2012,0,0,0,0,0,0,0
107011131,Dapto - Avondale,2012,0,0,0,0,0,0,0
107011132,Horsley - Kembla Grange,2012,0,0,0,0,0,0,0
107011133,Port Kembla Industrial,2012,0,0,0,0,0,0,0
107011134,Unanderra - Mount Kembla,2012,0,0,0,0,0,0,0
107021135,Illawarra Catchment Reserve,2012,0,0,0,0,0,0,0
107031136,Albion Park - Macquarie Pass,2012,0,0,0,0,0,0,0
107031137,Albion Park Rail,2012,0,0,0,0,0,0,0
107031138,Kiama,2012,0,0,0,0,0,0,0
107031140,Kiama Hinterland - Gerringong,2012,0,0,0,0,0,0,0
107031141,Shellharbour - Flinders,2012,0,0,0,0,0,0,0
107031142,Shellharbour - Oak Flats,2012,0,0,0,0,0,0,0
107041147,Helensburgh,2012,0,0,0,0,0,0,0
107041148,Thirroul - Austinmer - Coalcliff,2012,0,0,0,0,0,0,0
107041149,Wollongong,2012,0,0,0,0,0,0,0
107041150,Woonona - Bulli - Russell Vale,2012,0,0,0,0,0,0,0
108011151,Bulahdelah - Stroud,2012,0,0,0,0,0,0,0
108011152,Forster,2012,0,0,0,0,0,0,0
108011153,Forster-Tuncurry Region,2012,0,0,0,0,0,0,0
108011154,Tuncurry,2012,0,0,0,0,0,0,0
108021155,Kempsey,2012,0,0,0,0,0,0,0
108021156,Kempsey Region,2012,0,0,0,0,0,0,0
108021157,Macksville - Scotts Head,2012,0,0,0,0,0,0,0
108021158,Nambucca Heads,2012,0,0,0,0,0,0,0
108021159,Nambucca Heads Region,2012,0,0,0,0,0,0,0
108021160,South West Rocks,2012,0,0,0,0,0,0,0
108031161,Lord Howe Island,2012,0,0,0,0,0,0,0
108041162,Laurieton - Bonny Hills,2012,0,0,0,0,0,0,0
108041163,Port Macquarie - East,2012,0,0,0,0,0,0,0
108041164,Port Macquarie - West,2012,0,0,0,0,0,0,0
108041165,Port Macquarie Region,2012,0,0,0,0,0,0,0
108041166,Wauchope,2012,0,0,0,0,0,0,0
108051167,Gloucester,2012,0,0,0,0,0,0,0
108051168,Old Bar - Manning Point - Red Head,2012,0,0,0,0,0,0,0
108051169,Taree,2012,0,0,0,0,0,0,0
108051170,Taree Region,2012,0,0,0,0,0,0,0
108051171,Wingham,2012,0,0,0,0,0,0,0
109011172,Albury - East,2012,0,0,0,0,0,0,0
109031182,Deniliquin,2012,0,0,0,0,0,0,0
109031183,Deniliquin Region,2012,0,0,0,0,0,0,0
109031184,Moama,2012,0,0,0,0,0,0,0
109031185,Tocumwal - Finley - Jerilderie,2012,0,0,0,0,0,0,0
110011186,Armidale,2012,0,0,0,0,0,0,0
110011187,Armidale Region - North,2012,0,0,0,0,0,0,0
110011188,Armidale Region - South,2012,0,0,0,0,0,0,0
110011189,Walcha,2012,0,0,0,0,0,0,0
110021190,Glen Innes,2012,0,0,0,0,0,0,0
110021191,Inverell,2012,0,0,0,0,0,0,0
110021192,Inverell Region - East,2012,0,0,0,0,0,0,0
110021193,Inverell Region - West,2012,0,0,0,0,0,0,0
110021194,Tenterfield,2012,0,0,0,0,0,0,0
110031198,Narrabri Region,2012,0,0,0,0,0,0,0
110041204,Tamworth - West,2012,0,0,0,0,0,0,0
110041205,Tamworth Region,2012,0,0,0,0,0,0,0
111011206,Belmont - Bennetts Green,2012,0,0,0,0,0,0,0
111011207,Belmont South - Blacksmiths,2012,0,0,0,0,0,0,0
111011208,Charlestown - Dudley,2012,0,0,0,0,0,0,0
111021219,Toronto - Awaba,2012,0,0,0,0,0,0,0
111021220,Wangi Wangi - Rathmines,2012,0,0,0,0,0,0,0
111021221,West Wallsend - Barnsley - Killingworth,2012,0,0,0,0,0,0,0
112011239,Brunswick Heads - Ocean Shores,2012,0,0,0,0,0,0,0
112011240,Byron Bay,2012,0,0,0,0,0,0,0
112011241,Evans Head,2012,0,0,0,0,0,0,0
112011242,Lennox Head - Skennars Head,2012,0,0,0,0,0,0,0
112011243,Mullumbimby,2012,0,0,0,0,0,0,0
112021244,Casino,2012,0,0,0,0,0,0,0
112021245,Casino Region,2012,0,0,0,0,0,0,0
112021246,Goonellabah,2012,0,0,0,0,0,0,0
112021247,Kyogle,2012,0,0,0,0,0,0,0
112021248,Lismore,2012,0,0,0,0,0,0,0
112021249,Lismore Region,2012,0,0,0,0,0,0,0
112031250,Kingscliff - Fingal Head,2012,0,0,0,0,0,0,0
112031251,Murwillumbah,2012,0,0,0,0,0,0,0
112031252,Murwillumbah Region,2012,0,0,0,0,0,0,0
112031253,Pottsville,2012,0,0,0,0,0,0,0
112031254,Tweed Heads,2012,0,0,0,0,0,0,0
112031255,Tweed Heads - South,2012,0,0,0,0,0,0,0
113031268,Wagga Wagga - North,2012,0,0,0,0,0,0,0
114011275,Ettrema - Sassafras - Budawang,2012,0,0,0,0,0,0,0
114011276,Huskisson - Vincentia,2012,0,0,0,0,0,0,0
114011277,North Nowra - Bomaderry,2012,0,0,0,0,0,0,0
114011278,Nowra,2012,0,0,0,0,0,0,0
114011279,St Georges Basin - Erowal Bay,2012,0,0,0,0,0,0,0
114011280,Sussex Inlet - Berrara,2012,0,0,0,0,0,0,0
114011281,Tomerong - Wandandian - Woollamia,2012,0,0,0,0,0,0,0
114011282,Ulladulla,2012,0,0,0,0,0,0,0
114011283,Ulladulla Region,2012,0,0,0,0,0,0,0
114021284,Bowral,2012,0,0,0,0,0,0,0
114021285,Hill Top - Colo Vale,2012,0,0,0,0,0,0,0
114021286,Mittagong,2012,0,0,0,0,0,0,0
114021287,Moss Vale - Berrima,2012,0,0,0,0,0,0,0
114021288,Robertson - Fitzroy Falls,2012,0,0,0,0,0,0,0
114021289,Southern Highlands,2012,0,0,0,0,0,0,0
115011292,Castle Hill,2012,0,0,0,0,0,0,0
115011293,Cherrybrook,2012,0,0,0,0,0,0,0
115011294,Glenhaven,2012,0,0,0,0,0,0,0
115011295,Kellyville,2012,0,0,0,0,0,0,0
115021298,Galston - Laughtondale,2012,0,0,0,0,0,0,0
115031299,Bilpin - Colo - St Albans,2012,0,0,0,0,0,0,0
115031300,Kurrajong Heights - Ebenezer,2012,0,0,0,0,0,0,0
115041301,Pitt Town - McGraths Hill,2012,0,0,0,0,0,0,0
115041302,Rouse Hill - Beaumont Hills,2012,0,0,0,0,0,0,0
116031318,Prospect Reservoir,2012,0,0,0,0,0,0,0
116031319,Rooty Hill - Minchinbury,2012,0,0,0,0,0,0,0
204031073,West Wodonga,2012,0,0,0,0,0,0,0
204031074,Wodonga,2012,0,0,0,0,0,0,0
204031075,Yackandandah,2012,0,0,0,0,0,0,0
205011076,Drouin,2012,0,0,0,0,0,0,0
205011077,Mount Baw Baw Region,2012,0,0,0,0,0,0,0
205011078,Trafalgar (Vic.),2012,0,0,0,0,0,0,0
205011079,Warragul,2012,0,0,0,0,0,0,0
205021080,Alps - East,2012,0,0,0,0,0,0,0
205021081,Bairnsdale,2012,0,0,0,0,0,0,0
205021082,Bruthen - Omeo,2012,0,0,0,0,0,0,0
205021083,Lake King,2012,0,0,0,0,0,0,0
205021084,Lakes Entrance,2012,0,0,0,0,0,0,0
205021085,Orbost,2012,0,0,0,0,0,0,0
205021086,Paynesville,2012,0,0,0,0,0,0,0
205031087,Foster,2012,0,0,0,0,0,0,0
205031088,French Island,2012,0,0,0,0,0,0,0
205031089,Korumburra,2012,0,0,0,0,0,0,0
205031090,Leongatha,2012,0,0,0,0,0,0,0
205031091,Phillip Island,2012,0,0,0,0,0,0,0
205031092,Wilsons Promontory,2012,0,0,0,0,0,0,0
205031093,Wonthaggi - Inverloch,2012,0,0,0,0,0,0,0
205041094,Churchill,2012,0,0,0,0,0,0,0
205041095,Moe - Newborough,2012,0,0,0,0,0,0,0
205041096,Morwell,2012,0,0,0,0,0,0,0
205041097,Traralgon,2012,0,0,0,0,0,0,0
205041098,Yallourn North - Glengarry,2012,0,0,0,0,0,0,0
205051099,Alps - West,2012,0,0,0,0,0,0,0
205051100,Longford - Loch Sport,2012,0,0,0,0,0,0,0
205051101,Maffra,2012,0,0,0,0,0,0,0
205051102,Rosedale,2012,0,0,0,0,0,0,0
205051103,Sale,2012,0,0,0,0,0,0,0
205051104,Yarram,2012,0,0,0,0,0,0,0
